http://www.nytimes.com/2009/12/04/sports/golf/04leading.html	LEADING OFF; Woods the Human Hurts Woods the Brand	It seemed a tiny bit fitting that the day Tiger Woods officially fell from grace, the New Jersey Nets fell to new levels of futility, losing their record-setting 18th straight game to start the N.B.A. season in astonishingly incompetent fashion. Even though Woods did not set any records &#151; he became roughly the zillionth athlete to be nabbed
http://www.nytimes.com/2009/12/04/sports/ncaafootball/04hofstra.html	Hofstra Drops Its Football Program	Hofstra University announced Thursday that it would drop its football program, a nod to the financial challenges facing Football Championship Series programs. Hofstra becomes the second Colonial Athletic Association program to drop football in the past week; Northeastern University dropped its program in late November because of the financial
http://www.nytimes.com/2009/12/04/sports/ncaabasketball/04fordham.html	Fordham Fires Men’s Basketball Coach	Fordham fired its men&#8217;s basketball coach, Dereck Whittenburg, on Thursday, with the team 1-4 amid a string of disappointing seasons and transfers of several key players. The assistant coach Jared Grasso was named interim head coach. The move came early in Whittenburg&#8217;s seventh season at Fordham and followed an announcement on Wednesday
http://www.nytimes.com/2009/12/04/sports/soccer/04draw.html	With World Cup Draw, Conspiracy Theories Abound	It is anyone&#8217;s guess how the 32 teams in the 2010 World Cup soccer tournament will be grouped by the ceremonial draw Friday in South Africa, but one thing is for sure: the event will elicit sightings of things as far-fetched as U.F.O.&#8217;s and the Virgin Mary&#8217;s image on a potato chip. Soccer luminaries, with the help of the honorary
http://www.nytimes.com/2009/12/03/sports/03sportsbriefs-usada.html	SPORTS BRIEFING | DOPING; Focus on Supplements	The United States Anti-Doping Agency and several major North American sports leagues announced the formation of Supplement Safety Now, a group that will work to eliminate the sale of supplements tainted with steroids. The group &#151; which includes the N.F.L. , the N.H.L., Major League Baseball and the N.B.A. &#151; will lobby Congress to regulate
http://www.nytimes.com/2009/12/03/sports/03sportsbriefs-wada.html	SPORTS BRIEFING | DOPING; New Guidelines	The World Anti-Doping Agency put in place new guidelines on how to monitor athletes&#8217; blood profiles for evidence of cheating. During a two-day meeting in Stockholm to mark the organization&#8217;s 10th anniversary, the WADA executive committee ratified the guidelines for the &#8220;athlete biological passport&#8221; system that has been under
http://www.nytimes.com/2009/12/03/sports/03sportsbriefs-trainer.html	SPORTS BRIEFING | HORSE RACING; Trainer Is Suspended	The trainer Kiaran McLaughlin said he would not challenge a 30-day suspension for violating horse medication rules in Kentucky, although he insisted he was trying to prevent his horses from coughing, not give them an edge. McLaughlin&#8217;s suspension, which runs through Dec. 30, was imposed by Kentucky&#8217;s racing stewards. The three horses
http://www.nytimes.com/2009/12/03/sports/tennis/03sportsbriefs-king.html	SPORTS BRIEFING | TENNIS; Williamses Among Four in King Cup	Serena and Venus Williams, Kim Clijsters and Svetlana Kuznetsova will play a one-night exhibition for the Billie Jean King Cup at Madison Square Garden on March 1. Serena Williams and Clijsters could stage a rematch of their United States Open semifinal a few miles away, which ended with Williams&#8217;s tirade at a line judge that earned her a
http://www.nytimes.com/2009/12/03/sports/hockey/03nhl.html	N.H.L. ROUNDUP; Canucks Subdue the Devils	The twins Henrik and Daniel Sedin had a hand in three first-period goals, and Roberto Luongo made 27 saves as the Vancouver Canucks beat the Devils , 5-2, in Newark on Wednesday night. Alex Burrows, Sami Salo, Daniel Sedin, Alexander Elder and Jannik Hansen had goals for the Canucks, who won for the fifth time in seven games. Luongo got the best of
http://www.nytimes.com/2009/12/03/sports/hockey/03referee.html	N.H.L. Referee Says Union Work Led to Dismissal	In an unusual case being heard in Toronto on Thursday, a referee is challenging his firing by the N.H.L. on the grounds that it was illegally motivated by his work with the officials union. The referee, Dean Warren , was dismissed by the N.H.L. in April 2008 after seven seasons with the league. Although the league fired him for what it called
http://www.nytimes.com/2009/12/03/sports/golf/03woods.html	Woods Apologizes and Gets Support	Tiger Woods admitted transgressions on Wednesday and apologized to his family and supporters in a statement on his Web site after a magazine cover article reported that he had carried on multiple affairs. Woods was not specific about exactly what he was sorry for. But the unusual admission by the usually composed Woods has shaken the PGA Tour and
http://www.nytimes.com/2009/12/03/sports/golf/03parnevik.html	Parnevik Regrets the Matchmaking	Jesper Parnevik , the matchmaker for Tiger Woods and his wife, Elin, had critical words for Woods on the Golf Channel on Wednesday. &#8220;I would be especially sad about it since I&#8217;m kind of &#151; I really feel sorry for Elin &#151; since me and my wife were at fault for hooking her up with him,&#8221; Parnevik, 44, was quoted as saying by
http://www.nytimes.com/2009/12/03/sports/golf/03rhoden.html	SPORTS OF THE TIMES; Woods as Inadvertent Educator: Choices Matter	Anaheim, Calif. Marsha Wagner walked through the sliding chain-link gate that separates the Savanna High School parking lot from the school grounds. For the last five years, Wagner has been principal of a school whose claim to fame is that it is cater-corner from the two-story, 35,000-square-foot Tiger Woods Learning Center . The center opened its
