http://www.nytimes.com/2009/12/04/business/04markets.html	Last 20 Minutes of Trading Pushes Dow Lower	A late-day slide has pulled shares lower ahead of the government&#8217;s report on November unemployment. Stocks began falling in the final half-hour of trading and the drop intensified in the final 20 minutes. Worries about the economy had been dogging investors after the Institute for Supply Management &#8217;s report that its index of activity
http://www.nytimes.com/2009/12/04/business/global/04air.html	American Airlines Offers Aid to Japan Carrier	HONG KONG &#8212; American Airlines and its partners on Thursday countered Delta Air Lines&#8217; recent offer of $1 billion in support for Japan Airlines with a deal it argued was &#8220;vastly superior,&#8221; escalating a tug-of-war over the troubled Japanese carrier. Both American and Delta are keen to secure an tie-up with Japan Airlines,
http://www.nytimes.com/2009/12/04/business/global/04rusal.html	Rusal Agrees to Debt Restructuring	MOSCOW &#8212; Rusal, the largest aluminum producer in the world, which is struggling under $16.7 billion in debt, has agreed with about 70 banks to restructure its loans and begin repayments when earnings improve, the company said Thursday. The deal, on apparently lenient terms for Rusal and its owner, the Russian oligarch Oleg V. Deripaska, also
http://www.nytimes.com/2009/12/04/business/global/04gm.html	G.M. Is Said to Agree to Sell Stakes to China Partner	HONG KONG &#151; General Motors has reached an agreement to sell about half of its India operations and a small stake in its China business to its main joint-venture partner in China, people with a detailed knowledge of the transaction said on Thursday evening. G.M.&#8217;s main partner in China, the Shanghai Automotive Industry Corporation, better
http://www.nytimes.com/2009/12/04/business/global/04auto.html	Peugeot and Mitsubishi Discuss Deeper Ties	PSA Peugeot Citro&#235;n on Thursday joined the ranks of global automobile giants gambling that a deeper alliance &#8212; in this case with Mitsubishi Motors of Japan &#8212; will offer it shelter from the uncertainties surrounding the industry. Faced with slowing growth in their core markets, the ending of government support programs extended
http://www.nytimes.com/2009/12/04/business/global/04airbus.html	At Airbus, High Hopes to Save Military Transport Project	It has been said that all modern aircraft have four dimensions: span, length, height &#8212; and politics. As Airbus engineers make the final preparations for the first test flight of its A400M military transporter next week, they will be hoping that the sight of the plane taking wing will help persuade European governments to commit to the program
http://www.nytimes.com/2009/12/04/business/global/04euro.html	E.C.B. to Press Ahead With Tightening Credit for Banks	PARIS &#8212; The European Central Bank said Thursday that it would press ahead with steps to stem the flow of easy credit that has been keeping some banks afloat for the past year. But it left its benchmark interest rate unchanged, citing &#8220;high uncertainty&#8221; about the recovery. After a meeting in Frankfurt of the central bank&#8217;s
http://www.nytimes.com/2009/12/04/business/economy/04fed.html	Bernanke Tells Senators Fed ‘Should Have Done More’	WASHINGTON &#151; Under fire from Democrats and Republicans alike, Ben S. Bernanke defended his record Thursday as chairman of the Federal Reserve but admitted that the central bank&#8217;s own lapses contributed to the financial crisis . &#8220;I did not anticipate a crisis of this magnitude,&#8221; Mr. Bernanke acknowledged in an occasionally
http://www.nytimes.com/2009/12/04/business/economy/04shop.html	U.S. Retail Chains Report a Lackluster November	The nation&#8217;s retailers on Thursday reported November sales that were an improvement over last year, yet still well below the highs of two to three years ago. Over all, the retailing industry posted a 0.5 percent increase in comparable sales for the month from a year ago, when sales declined 7.8 percent, according to Thomson Reuters . Analysts
http://www.nytimes.com/2009/12/04/business/economy/04econ.html	3rd-Quarter U.S. Productivity Revised Down to 8.1%	Worker productivity in the United States was less robust than previously thought in the third quarter as workers earned more money and output rose at a slower pace, the government reported on Thursday. The Labor Department said non-farm productivity rose at an annual rate of 8.1 percent, still the quickest pace since the third quarter of 2003,
http://www.nytimes.com/2009/12/04/business/media/04nbc.html	Comcast Gets NBC From G.E. in Deal That Reshapes TV	After nearly nine months of negotiations, Comcast , the nation&#8217;s largest cable operator, finally reached an agreement on Thursday to acquire NBC Universal from the General Electric Company . The deal valued NBC Universal at about $30 billion. The agreement will create a joint venture, with Comcast owning 51 percent and G.E. owning 49 percent.
http://www.nytimes.com/2009/12/03/business/03ponzi.html	Minnesota Man Convicted in $3.6 Billion Ponzi Scheme	ST. PAUL, Minn. (Reuters) &#151; A federal jury on Wednesday found the business executive Tom Petters guilty of orchestrating a $3.65 billion Ponzi scheme . Mr. Petters, 52, the founder of the Petters Group Worldwide was convicted on counts including wire fraud, mail fraud and money laundering. He sat stone-faced, staring at the judge after the
http://www.nytimes.com/2009/12/03/business/03VIEWS.html	BREAKINGVIEWS.COM; A U.S. Parallel to Dubai World	Fannie Mae and Freddie Mac are not exactly America&#8217;s answer to Dubai World. But creditors of the two mortgage finance giants should not forget that, like Dubai&#8217;s investment arm, they have only implicit government backing. So far, investors are sleeping just fine at night. The Treasury &#8217;s $400 billion equity line for the two
http://www.nytimes.com/2009/12/03/business/03fed.html	Senator Moves to Hold Up Bernanke Confirmation	WASHINGTON &#151; Senator Bernard Sanders of Vermont said on Wednesday that he would try to block the Senate from confirming Ben S. Bernanke to a second term as chairman of the Federal Reserve . The move is unlikely to derail Mr. Bernanke&#8217;s reappointment, but it could slow the confirmation process and give the Fed&#8217;s critics additional
http://www.nytimes.com/2009/12/03/business/03markets.html	STOCKS & BONDS; Results Hold Steady on Fed’s Upbeat Report	The stock market struggled but held its ground Wednesday as an upbeat assessment of the economy from the Federal Reserve offset drops in bank and energy stocks. Most stocks finished higher after the Fed said regional economic activity had generally improved since its last snapshot in October. The central bank also said consumer spending has
http://www.nytimes.com/2009/12/03/business/03motors.html	Pay Limit May Hinder Search for a G.M. Chief	DETROIT &#151; Edward E. Whitacre Jr. , G.M.&#8217;s chairman and new chief executive after the board forced out Fritz Henderson on Tuesday, has promised an immediate search for an outsider to take over day-to-day management. But Mr. Whitacre, who made himself the face of General Motors in recent television ads, could well decide that he is, in
http://www.nytimes.com/2009/12/03/business/03stanford.html	U.S. Seeks Client Names of Texas Financier	WASHINGTON (Reuters) &#151; The Justice Department asked a court on Wednesday for permission to seek the identity of American clients of the Texas financier R. Allen Stanford who may have been hiding their assets with his firm to evade taxes. Federal authorities have accused Mr. Stanford of masterminding a $7 billion Ponzi scheme centered on
http://www.nytimes.com/2009/12/03/business/03bank.html	Move to Repay Aid Helps Bank of America Shed Stigma	Less than a year after grasping two multibillion-dollar bailouts from Washington, a resurgent Bank of America announced on Wednesday that it would repay all of its federal aid, underscoring the banking industry&#8217;s swift recovery from the gravest financial crisis since the Depression. Despite continuing problems with its loans to struggling
