http://www.nytimes.com/2009/12/04/world/04diplo.html	Clinton to Press NATO Allies on Afghan Effort	Secretary of State Hillary Rodham Clinton said Thursday she was &#8220;encouraged&#8221; by European responses to the administration&#8217;s plans to send more troops to Afghanistan and would offer NATO allies clarifications on the target of 2011 for beginning to withdraw troops. &#8220;There have been misunderstandings about that date,&#8221; Mrs.
http://www.nytimes.com/2009/12/04/world/asia/04afghan.html	Afghans See Sharp Shift in U.S. Tone	KABUL, Afghanistan &#151; For Afghans, the change in tone was unmistakable. Unlike Bush-era speeches pledging unending support, President Obama suddenly introduced a timeline and a period of 18 months before the start of a drawdown of troops. The timetable set off alarm here. It was the subject of television discussions and journalists&#8217;
http://www.nytimes.com/2009/12/04/world/asia/04phils.html	Inquiry of Philippines Massacre Urged	MANILA &#151; Two United Nations human rights officials urged the government of the Philippines on Thursday to pursue a thorough investigation of the election-related massacre in which 57 people were killed, and the police recommended that murder charges be filed against 11 more suspects. The massacre &#8220;must be seen as a watershed moment for
http://www.nytimes.com/2009/12/04/world/asia/04india.html	India Announces Plan to Slow Emissions	NEW DELHI &#151; With international talks on climate change starting next week in Copenhagen, India staked out its early position on Thursday by announcing that it would slow the growth of the nation&#8217;s greenhouse gas emissions by 2020, while also leaving open the possibility of taking bolder steps if an &#8220;equitable&#8221; deal can be
http://www.nytimes.com/2009/12/04/world/asia/04britain.html	Bin Laden Not in Pakistan, Prime Minister Says	LONDON &#151; The Pakistani prime minister, countering demands to intensify the hunt for Osama bin Laden , said Thursday that he did not believe the fugitive leader of Al Qaeda was in Pakistan , as many Western governments and intelligence agencies assert. The Pakistani official, Yousaf Raza Gilani , spoke at joint news conference with Prime
http://www.nytimes.com/2009/12/04/world/asia/04policy.html	Gates Says Afghan Drawdown Timing Is Flexible	WASHINGTON &#151; Officials from the Obama administration and the Pentagon tried on Thursday to reassure worried senators, telling them that plans to begin withdrawing American troops in July 2011 are definite, yet flexible enough to give American military commanders the discretion they need. &#8220;The July 2011 date is the date on which we begin
http://www.nytimes.com/2009/12/04/world/asia/04iht-letter.html	LETTER FROM INDIA; From Places of the Heart, a New Order	My friend R. Sathyanarayan Reddy likes to talk about all the ways his world has changed. Sathy, as he calls himself, is 45 years old. He grew up the son of a local zamindar, or landlord. His family owned thousands of acres of land. They were effectively feudal rulers, &#8220;controlling&#8221; &#8212; in Sathy&#8217;s word &#8212; more than 75
http://www.nytimes.com/2009/12/04/world/europe/04italy.html	U.S. Student Addresses Italian Court	PERUGIA, Italy &#151; A day before a jury is expected to begin deliberating her fate, an American college student charged with murdering her housemate in this picturesque Umbrian hill town addressed the court on Thursday. In Italian nearly perfected by her time in prison, she said that she was &#8220;afraid of being branded a murderer.&#8221; In a
http://www.nytimes.com/2009/12/04/world/europe/04russia.html	Annual Forum Highlights Putin’s Grip on Power	MOSCOW &#151; He answered pleas from workers in beleaguered one-factory towns and retirees worried about pensions. But it was Vladimir V. Putin &#8217;s response to a question about his political future that drew the most attention on Thursday during a lengthy public forum. Would he run for president again? &#8220;I&#8217;ll think about it,&#8221;
http://www.nytimes.com/2009/12/04/world/europe/04reax.html	Italy May Add 1,000 Extra Troops in Afghanistan	PARIS &#151; As political and military leaders across the globe pondered President Obama &#8217;s announcement of his Afghan strategy, European allies offered a mixed response, with some of the biggest contributors to the NATO coalition withholding promises of immediate troop reinforcements. But with NATO foreign ministers set to hold two days of
