station_name,date,count
191ST STREET-ST NICHOLAS AV,2010-12-24,39168
191ST STREET-ST NICHOLAS AV,2010-12-31,33042
191ST STREET-ST NICHOLAS AV,2011-01-07,36885
191ST STREET-ST NICHOLAS AV,2011-01-14,39243
191ST STREET-ST NICHOLAS AV,2011-01-21,38099
191ST STREET-ST NICHOLAS AV,2011-01-28,38785
191ST STREET-ST NICHOLAS AV,2011-02-04,42428
191ST STREET-ST NICHOLAS AV,2011-02-11,42863
191ST STREET-ST NICHOLAS AV,2011-02-18,42469
191ST STREET-ST NICHOLAS AV,2011-02-25,38906
191ST STREET-ST NICHOLAS AV,2011-03-04,41791
191ST STREET-ST NICHOLAS AV,2011-03-11,41107
191ST STREET-ST NICHOLAS AV,2011-03-18,32709
191ST STREET-ST NICHOLAS AV,2011-03-25,32105
191ST STREET-ST NICHOLAS AV,2011-04-01,40684
191ST STREET-ST NICHOLAS AV,2011-04-08,41532
191ST STREET-ST NICHOLAS AV,2011-04-15,32317
191ST STREET-ST NICHOLAS AV,2011-04-22,28783
191ST STREET-ST NICHOLAS AV,2011-04-29,38139
191ST STREET-ST NICHOLAS AV,2011-05-06,41605
191ST STREET-ST NICHOLAS AV,2011-05-20,36846
191ST STREET-ST NICHOLAS AV,2011-05-27,30274
191ST STREET-ST NICHOLAS AV,2011-06-03,32843
191ST STREET-ST NICHOLAS AV,2011-06-10,31228
191ST STREET-ST NICHOLAS AV,2011-06-17,39830
191ST STREET-ST NICHOLAS AV,2011-06-24,31069
191ST STREET-ST NICHOLAS AV,2011-07-01,40625
191ST STREET-ST NICHOLAS AV,2011-07-08,37252
191ST STREET-ST NICHOLAS AV,2011-07-15,39716
191ST STREET-ST NICHOLAS AV,2011-07-22,38981
191ST STREET-ST NICHOLAS AV,2011-07-29,38199
191ST STREET-ST NICHOLAS AV,2011-08-05,39319
191ST STREET-ST NICHOLAS AV,2011-08-12,39114
191ST STREET-ST NICHOLAS AV,2011-08-19,31104
191ST STREET-ST NICHOLAS AV,2011-08-26,39220
191ST STREET-ST NICHOLAS AV,2011-09-02,32806
191ST STREET-ST NICHOLAS AV,2011-09-09,27502
191ST STREET-ST NICHOLAS AV,2011-09-16,49353
191ST STREET-ST NICHOLAS AV,2011-09-23,50386
191ST STREET-ST NICHOLAS AV,2011-09-30,31589
191ST STREET-ST NICHOLAS AV,2011-10-07,50037
191ST STREET-ST NICHOLAS AV,2011-10-14,38425
191ST STREET-ST NICHOLAS AV,2011-10-21,50585
191ST STREET-ST NICHOLAS AV,2011-10-28,51417
191ST STREET-ST NICHOLAS AV,2011-11-04,50052
191ST STREET-ST NICHOLAS AV,2011-11-11,49420
191ST STREET-ST NICHOLAS AV,2011-11-18,51996
191ST STREET-ST NICHOLAS AV,2011-11-25,34924
191ST STREET-ST NICHOLAS AV,2011-12-02,51159
191ST STREET-ST NICHOLAS AV,2011-12-09,52316
191ST STREET-ST NICHOLAS AV,2011-12-16,52791
191ST STREET-ST NICHOLAS AV,2011-12-23,51705
191ST STREET-ST NICHOLAS AV,2011-12-30,37852
191ST STREET-ST NICHOLAS AV,2012-01-06,45219
191ST STREET-ST NICHOLAS AV,2012-01-13,50325
191ST STREET-ST NICHOLAS AV,2012-01-20,48025
191ST STREET-ST NICHOLAS AV,2012-01-27,47738
191ST STREET-ST NICHOLAS AV,2012-02-03,51231
191ST STREET-ST NICHOLAS AV,2012-02-10,53037
191ST STREET-ST NICHOLAS AV,2012-02-17,51877
191ST STREET-ST NICHOLAS AV,2012-02-24,42960
191ST STREET-ST NICHOLAS AV,2012-03-02,51918
191ST STREET-ST NICHOLAS AV,2012-03-09,52492
191ST STREET-ST NICHOLAS AV,2012-03-16,52475
191ST STREET-ST NICHOLAS AV,2012-03-23,52210
191ST STREET-ST NICHOLAS AV,2012-03-30,39700
191ST STREET-ST NICHOLAS AV,2012-04-06,39550
191ST STREET-ST NICHOLAS AV,2012-04-13,42078
191ST STREET-ST NICHOLAS AV,2012-04-20,41055
191ST STREET-ST NICHOLAS AV,2012-04-27,50581
191ST STREET-ST NICHOLAS AV,2012-05-04,50642
191ST STREET-ST NICHOLAS AV,2012-05-11,51152
191ST STREET-ST NICHOLAS AV,2012-05-18,38981
191ST STREET-ST NICHOLAS AV,2012-05-25,49957
191ST STREET-ST NICHOLAS AV,2012-06-01,46964
191ST STREET-ST NICHOLAS AV,2012-06-08,49669
191ST STREET-ST NICHOLAS AV,2012-06-15,43577
191ST STREET-ST NICHOLAS AV,2012-06-22,42760
191ST STREET-ST NICHOLAS AV,2012-06-29,38294
191ST STREET-ST NICHOLAS AV,2012-07-06,39918
191ST STREET-ST NICHOLAS AV,2012-07-13,42785
191ST STREET-ST NICHOLAS AV,2012-07-20,42020
191ST STREET-ST NICHOLAS AV,2012-07-27,42413
191ST STREET-ST NICHOLAS AV,2012-08-03,41690
191ST STREET-ST NICHOLAS AV,2012-08-10,41832
191ST STREET-ST NICHOLAS AV,2012-08-17,42159
191ST STREET-ST NICHOLAS AV,2012-08-24,40988
191ST STREET-ST NICHOLAS AV,2012-08-31,42096
191ST STREET-ST NICHOLAS AV,2012-09-07,41554
191ST STREET-ST NICHOLAS AV,2012-09-14,44458
191ST STREET-ST NICHOLAS AV,2012-09-21,42474
191ST STREET-ST NICHOLAS AV,2012-09-28,43237
1ST AVENUE-14TH STREET,2010-06-04,113738
1ST AVENUE-14TH STREET,2010-06-11,127644
1ST AVENUE-14TH STREET,2010-06-18,128151
1ST AVENUE-14TH STREET,2010-06-25,126395
1ST AVENUE-14TH STREET,2010-07-02,124185
1ST AVENUE-14TH STREET,2010-07-09,99285
1ST AVENUE-14TH STREET,2010-07-16,123483
1ST AVENUE-14TH STREET,2010-07-23,123262
1ST AVENUE-14TH STREET,2010-07-30,120351
1ST AVENUE-14TH STREET,2010-08-06,118081
1ST AVENUE-14TH STREET,2010-08-13,119213
1ST AVENUE-14TH STREET,2010-08-20,117349
1ST AVENUE-14TH STREET,2010-08-27,117224
1ST AVENUE-14TH STREET,2010-09-03,118107
1ST AVENUE-14TH STREET,2010-09-10,113763
1ST AVENUE-14TH STREET,2010-09-17,125745
1ST AVENUE-14TH STREET,2010-09-24,127192
1ST AVENUE-14TH STREET,2010-10-01,127674
1ST AVENUE-14TH STREET,2010-10-08,126144
1ST AVENUE-14TH STREET,2010-10-15,91952
1ST AVENUE-14TH STREET,2010-10-22,127275
1ST AVENUE-14TH STREET,2010-10-29,128731
1ST AVENUE-14TH STREET,2010-11-05,132196
1ST AVENUE-14TH STREET,2010-11-12,129196
1ST AVENUE-14TH STREET,2010-11-19,129819
1ST AVENUE-14TH STREET,2010-11-26,107738
1ST AVENUE-14TH STREET,2010-12-03,119322
1ST AVENUE-14TH STREET,2010-12-10,129684
1ST AVENUE-14TH STREET,2010-12-17,129436
1ST AVENUE-14TH STREET,2010-12-24,112228
1ST AVENUE-14TH STREET,2010-12-31,90099
1ST AVENUE-14TH STREET,2011-01-07,121077
1ST AVENUE-14TH STREET,2011-01-14,124216
1ST AVENUE-14TH STREET,2011-01-21,122352
1ST AVENUE-14TH STREET,2011-01-28,126997
1ST AVENUE-14TH STREET,2011-02-04,132549
1ST AVENUE-14TH STREET,2011-02-11,130541
1ST AVENUE-14TH STREET,2011-02-18,130651
1ST AVENUE-14TH STREET,2011-02-25,119538
1ST AVENUE-14TH STREET,2011-03-04,125554
1ST AVENUE-14TH STREET,2011-03-11,115866
1ST AVENUE-14TH STREET,2011-03-18,130014
1ST AVENUE-14TH STREET,2011-03-25,129610
1ST AVENUE-14TH STREET,2011-04-01,128707
1ST AVENUE-14TH STREET,2011-04-08,131557
1ST AVENUE-14TH STREET,2011-04-15,129327
1ST AVENUE-14TH STREET,2011-04-22,122485
1ST AVENUE-14TH STREET,2011-04-29,123720
1ST AVENUE-14TH STREET,2011-05-06,132242
1ST AVENUE-14TH STREET,2011-05-20,136500
1ST AVENUE-14TH STREET,2011-05-27,134381
1ST AVENUE-14TH STREET,2011-06-03,116323
1ST AVENUE-14TH STREET,2011-06-10,97684
1ST AVENUE-14TH STREET,2011-06-17,130709
1ST AVENUE-14TH STREET,2011-06-24,116839
1ST AVENUE-14TH STREET,2011-07-01,129623
1ST AVENUE-14TH STREET,2011-07-08,114468
1ST AVENUE-14TH STREET,2011-07-15,130904
1ST AVENUE-14TH STREET,2011-07-22,121897
1ST AVENUE-14TH STREET,2011-07-29,125024
1ST AVENUE-14TH STREET,2011-08-05,126673
1ST AVENUE-14TH STREET,2011-08-12,125585
1ST AVENUE-14TH STREET,2011-08-19,122990
1ST AVENUE-14TH STREET,2011-08-26,121034
1ST AVENUE-14TH STREET,2011-09-02,92851
1ST AVENUE-14TH STREET,2011-09-09,110690
1ST AVENUE-14TH STREET,2011-09-16,109344
1ST AVENUE-14TH STREET,2011-09-23,108429
1ST AVENUE-14TH STREET,2011-09-30,104539
1ST AVENUE-14TH STREET,2011-10-07,140041
1ST AVENUE-14TH STREET,2011-10-14,104661
1ST AVENUE-14TH STREET,2011-10-21,143715
1ST AVENUE-14TH STREET,2011-10-28,146729
1ST AVENUE-14TH STREET,2011-11-04,142670
1ST AVENUE-14TH STREET,2011-11-11,141946
1ST AVENUE-14TH STREET,2011-11-18,146301
1ST AVENUE-14TH STREET,2011-11-25,119821
1ST AVENUE-14TH STREET,2011-12-02,108720
1ST AVENUE-14TH STREET,2011-12-09,143743
1ST AVENUE-14TH STREET,2011-12-16,145627
1ST AVENUE-14TH STREET,2011-12-23,135719
1ST AVENUE-14TH STREET,2011-12-30,93312
1ST AVENUE-14TH STREET,2012-01-06,132532
1ST AVENUE-14TH STREET,2012-01-13,142160
1ST AVENUE-14TH STREET,2012-01-20,133129
1ST AVENUE-14TH STREET,2012-01-27,133250
1ST AVENUE-14TH STREET,2012-02-03,144693
1ST AVENUE-14TH STREET,2012-02-10,146215
1ST AVENUE-14TH STREET,2012-02-17,142143
1ST AVENUE-14TH STREET,2012-02-24,128135
1ST AVENUE-14TH STREET,2012-03-02,109016
1ST AVENUE-14TH STREET,2012-03-09,110146
1ST AVENUE-14TH STREET,2012-03-16,139624
1ST AVENUE-14TH STREET,2012-03-23,141349
1ST AVENUE-14TH STREET,2012-03-30,107666
1ST AVENUE-14TH STREET,2012-04-06,140276
1ST AVENUE-14TH STREET,2012-04-13,127987
1ST AVENUE-14TH STREET,2012-04-20,140784
1ST AVENUE-14TH STREET,2012-04-27,145084
1ST AVENUE-14TH STREET,2012-05-04,144926
1ST AVENUE-14TH STREET,2012-05-11,143363
1ST AVENUE-14TH STREET,2012-05-18,124958
1ST AVENUE-14TH STREET,2012-05-25,147701
1ST AVENUE-14TH STREET,2012-06-01,130097
1ST AVENUE-14TH STREET,2012-06-08,146705
1ST AVENUE-14TH STREET,2012-06-15,139461
1ST AVENUE-14TH STREET,2012-06-22,138368
1ST AVENUE-14TH STREET,2012-06-29,142773
1ST AVENUE-14TH STREET,2012-07-06,128103
1ST AVENUE-14TH STREET,2012-07-13,136263
1ST AVENUE-14TH STREET,2012-07-20,137358
1ST AVENUE-14TH STREET,2012-07-27,137811
1ST AVENUE-14TH STREET,2012-08-03,133677
1ST AVENUE-14TH STREET,2012-08-10,132370
1ST AVENUE-14TH STREET,2012-08-17,128341
1ST AVENUE-14TH STREET,2012-08-24,130302
1ST AVENUE-14TH STREET,2012-08-31,129901
1ST AVENUE-14TH STREET,2012-09-07,126836
1ST AVENUE-14TH STREET,2012-09-14,141304
1ST AVENUE-14TH STREET,2012-09-21,140184
1ST AVENUE-14TH STREET,2012-09-28,143776
205TH ST-BAINBRIDGE AVE,2010-06-04,38013
205TH ST-BAINBRIDGE AVE,2010-06-11,39036
205TH ST-BAINBRIDGE AVE,2010-06-18,39557
205TH ST-BAINBRIDGE AVE,2010-06-25,39604
205TH ST-BAINBRIDGE AVE,2010-07-02,39069
205TH ST-BAINBRIDGE AVE,2010-07-09,36425
205TH ST-BAINBRIDGE AVE,2010-07-16,38694
205TH ST-BAINBRIDGE AVE,2010-07-23,38583
205TH ST-BAINBRIDGE AVE,2010-07-30,38243
205TH ST-BAINBRIDGE AVE,2010-08-06,37980
205TH ST-BAINBRIDGE AVE,2010-08-13,38300
205TH ST-BAINBRIDGE AVE,2010-08-20,37749
205TH ST-BAINBRIDGE AVE,2010-08-27,37500
205TH ST-BAINBRIDGE AVE,2010-09-03,38605
205TH ST-BAINBRIDGE AVE,2010-09-10,36165
205TH ST-BAINBRIDGE AVE,2010-09-17,39676
205TH ST-BAINBRIDGE AVE,2010-09-24,40348
205TH ST-BAINBRIDGE AVE,2010-10-01,38942
205TH ST-BAINBRIDGE AVE,2010-10-08,40082
205TH ST-BAINBRIDGE AVE,2010-10-15,38885
205TH ST-BAINBRIDGE AVE,2010-10-22,40666
205TH ST-BAINBRIDGE AVE,2010-10-29,40598
205TH ST-BAINBRIDGE AVE,2010-11-05,40134
205TH ST-BAINBRIDGE AVE,2010-11-12,40167
205TH ST-BAINBRIDGE AVE,2010-11-19,40853
205TH ST-BAINBRIDGE AVE,2010-11-26,36050
205TH ST-BAINBRIDGE AVE,2010-12-03,40313
205TH ST-BAINBRIDGE AVE,2010-12-10,40883
205TH ST-BAINBRIDGE AVE,2010-12-17,40398
205TH ST-BAINBRIDGE AVE,2010-12-24,38345
205TH ST-BAINBRIDGE AVE,2010-12-31,32436
205TH ST-BAINBRIDGE AVE,2011-01-07,36963
205TH ST-BAINBRIDGE AVE,2011-01-14,37736
205TH ST-BAINBRIDGE AVE,2011-01-21,36314
205TH ST-BAINBRIDGE AVE,2011-01-28,36567
205TH ST-BAINBRIDGE AVE,2011-02-04,39544
205TH ST-BAINBRIDGE AVE,2011-02-11,39363
205TH ST-BAINBRIDGE AVE,2011-02-18,40344
205TH ST-BAINBRIDGE AVE,2011-02-25,36573
205TH ST-BAINBRIDGE AVE,2011-03-04,39772
205TH ST-BAINBRIDGE AVE,2011-03-11,39834
205TH ST-BAINBRIDGE AVE,2011-03-18,40706
205TH ST-BAINBRIDGE AVE,2011-03-25,40358
205TH ST-BAINBRIDGE AVE,2011-04-01,40505
205TH ST-BAINBRIDGE AVE,2011-04-08,40756
205TH ST-BAINBRIDGE AVE,2011-04-15,41128
205TH ST-BAINBRIDGE AVE,2011-04-22,38921
205TH ST-BAINBRIDGE AVE,2011-04-29,39307
205TH ST-BAINBRIDGE AVE,2011-05-06,41540
205TH ST-BAINBRIDGE AVE,2011-05-20,39999
205TH ST-BAINBRIDGE AVE,2011-05-27,40660
205TH ST-BAINBRIDGE AVE,2011-06-03,37826
205TH ST-BAINBRIDGE AVE,2011-06-10,40938
205TH ST-BAINBRIDGE AVE,2011-06-17,40285
205TH ST-BAINBRIDGE AVE,2011-06-24,40715
205TH ST-BAINBRIDGE AVE,2011-07-01,41547
205TH ST-BAINBRIDGE AVE,2011-07-08,38440
205TH ST-BAINBRIDGE AVE,2011-07-15,41923
205TH ST-BAINBRIDGE AVE,2011-07-22,41609
205TH ST-BAINBRIDGE AVE,2011-07-29,42404
205TH ST-BAINBRIDGE AVE,2011-08-05,42076
205TH ST-BAINBRIDGE AVE,2011-08-12,40359
205TH ST-BAINBRIDGE AVE,2011-08-19,39645
205TH ST-BAINBRIDGE AVE,2011-08-26,40091
205TH ST-BAINBRIDGE AVE,2011-09-02,31884
205TH ST-BAINBRIDGE AVE,2011-09-09,37987
205TH ST-BAINBRIDGE AVE,2011-09-16,43727
205TH ST-BAINBRIDGE AVE,2011-09-23,43032
205TH ST-BAINBRIDGE AVE,2011-09-30,33033
205TH ST-BAINBRIDGE AVE,2011-10-07,44140
205TH ST-BAINBRIDGE AVE,2011-10-14,42263
205TH ST-BAINBRIDGE AVE,2011-10-21,44357
205TH ST-BAINBRIDGE AVE,2011-10-28,44724
205TH ST-BAINBRIDGE AVE,2011-11-04,43338
205TH ST-BAINBRIDGE AVE,2011-11-11,43639
205TH ST-BAINBRIDGE AVE,2011-11-18,44274
205TH ST-BAINBRIDGE AVE,2011-11-25,38529
205TH ST-BAINBRIDGE AVE,2011-12-02,43577
205TH ST-BAINBRIDGE AVE,2011-12-09,44470
205TH ST-BAINBRIDGE AVE,2011-12-16,44832
205TH ST-BAINBRIDGE AVE,2011-12-23,43707
205TH ST-BAINBRIDGE AVE,2011-12-30,35933
205TH ST-BAINBRIDGE AVE,2012-01-06,38502
205TH ST-BAINBRIDGE AVE,2012-01-13,42182
205TH ST-BAINBRIDGE AVE,2012-01-20,39861
205TH ST-BAINBRIDGE AVE,2012-01-27,40954
205TH ST-BAINBRIDGE AVE,2012-02-03,43808
205TH ST-BAINBRIDGE AVE,2012-02-10,44273
205TH ST-BAINBRIDGE AVE,2012-02-17,43197
205TH ST-BAINBRIDGE AVE,2012-02-24,39382
205TH ST-BAINBRIDGE AVE,2012-03-02,42828
205TH ST-BAINBRIDGE AVE,2012-03-09,43736
205TH ST-BAINBRIDGE AVE,2012-03-16,43799
205TH ST-BAINBRIDGE AVE,2012-03-23,44801
205TH ST-BAINBRIDGE AVE,2012-03-30,33332
205TH ST-BAINBRIDGE AVE,2012-04-06,43006
205TH ST-BAINBRIDGE AVE,2012-04-13,41022
205TH ST-BAINBRIDGE AVE,2012-04-20,44996
205TH ST-BAINBRIDGE AVE,2012-04-27,44082
205TH ST-BAINBRIDGE AVE,2012-05-04,44233
205TH ST-BAINBRIDGE AVE,2012-05-11,45023
205TH ST-BAINBRIDGE AVE,2012-05-18,38927
205TH ST-BAINBRIDGE AVE,2012-05-25,44380
205TH ST-BAINBRIDGE AVE,2012-06-01,40609
205TH ST-BAINBRIDGE AVE,2012-06-08,46280
205TH ST-BAINBRIDGE AVE,2012-06-15,41399
205TH ST-BAINBRIDGE AVE,2012-06-22,43201
205TH ST-BAINBRIDGE AVE,2012-06-29,42654
205TH ST-BAINBRIDGE AVE,2012-07-06,38969
205TH ST-BAINBRIDGE AVE,2012-07-13,40925
205TH ST-BAINBRIDGE AVE,2012-07-20,40289
205TH ST-BAINBRIDGE AVE,2012-07-27,40657
205TH ST-BAINBRIDGE AVE,2012-08-03,40391
205TH ST-BAINBRIDGE AVE,2012-08-10,40614
205TH ST-BAINBRIDGE AVE,2012-08-17,40125
205TH ST-BAINBRIDGE AVE,2012-08-24,39941
205TH ST-BAINBRIDGE AVE,2012-08-31,40643
205TH ST-BAINBRIDGE AVE,2012-09-07,39387
205TH ST-BAINBRIDGE AVE,2012-09-14,42166
205TH ST-BAINBRIDGE AVE,2012-09-21,41178
205TH ST-BAINBRIDGE AVE,2012-09-28,41106
207TH STREET,2010-06-04,29922
207TH STREET,2010-06-11,31366
207TH STREET,2010-06-18,32985
207TH STREET,2010-06-25,31447
207TH STREET,2010-07-02,31643
207TH STREET,2010-07-09,29339
207TH STREET,2010-07-16,30717
207TH STREET,2010-07-23,29848
207TH STREET,2010-07-30,30196
207TH STREET,2010-08-06,30663
207TH STREET,2010-08-13,30643
207TH STREET,2010-08-20,29925
207TH STREET,2010-08-27,28888
207TH STREET,2010-09-03,30942
207TH STREET,2010-09-10,31308
207TH STREET,2010-09-17,32654
207TH STREET,2010-09-24,23697
207TH STREET,2010-10-01,22467
207TH STREET,2010-10-08,23145
207TH STREET,2010-10-15,19884
207TH STREET,2010-10-22,25317
207TH STREET,2010-10-29,27634
207TH STREET,2010-11-05,24332
207TH STREET,2010-11-12,24711
207TH STREET,2010-11-19,23373
207TH STREET,2010-11-26,21202
207TH STREET,2010-12-03,29306
207TH STREET,2010-12-10,30700
207TH STREET,2010-12-17,30443
207TH STREET,2010-12-24,29599
207TH STREET,2010-12-31,20795
207TH STREET,2011-01-07,23310
207TH STREET,2011-01-14,25188
207TH STREET,2011-01-21,26582
207TH STREET,2011-01-28,27590
207TH STREET,2011-02-04,31103
207TH STREET,2011-02-11,31697
207TH STREET,2011-02-18,32141
207TH STREET,2011-02-25,26471
207TH STREET,2011-03-04,30819
207TH STREET,2011-03-11,32028
207TH STREET,2011-03-18,24707
207TH STREET,2011-03-25,24119
207TH STREET,2011-04-01,30714
207TH STREET,2011-04-08,30221
207TH STREET,2011-04-15,24247
207TH STREET,2011-04-22,21280
207TH STREET,2011-04-29,29094
207TH STREET,2011-05-06,31296
207TH STREET,2011-05-20,30095
207TH STREET,2011-05-27,23741
207TH STREET,2011-06-03,28845
207TH STREET,2011-06-10,24030
207TH STREET,2011-06-17,30204
207TH STREET,2011-06-24,23522
207TH STREET,2011-07-01,31545
207TH STREET,2011-07-08,29302
207TH STREET,2011-07-15,32076
207TH STREET,2011-07-22,31254
207TH STREET,2011-07-29,30128
207TH STREET,2011-08-05,31359
207TH STREET,2011-08-12,29171
207TH STREET,2011-08-19,28180
207TH STREET,2011-08-26,36360
207TH STREET,2011-09-02,30242
207TH STREET,2011-09-09,23510
207TH STREET,2011-09-16,42025
207TH STREET,2011-09-23,44159
207TH STREET,2011-09-30,27095
207TH STREET,2011-10-07,43061
207TH STREET,2011-10-14,32666
207TH STREET,2011-10-21,43505
207TH STREET,2011-10-28,43664
207TH STREET,2011-11-04,42081
207TH STREET,2011-11-11,43048
207TH STREET,2011-11-18,43708
207TH STREET,2011-11-25,28917
207TH STREET,2011-12-02,42162
207TH STREET,2011-12-09,42919
207TH STREET,2011-12-16,43534
207TH STREET,2011-12-23,42907
207TH STREET,2011-12-30,32381
207TH STREET,2012-01-06,37178
207TH STREET,2012-01-13,41386
207TH STREET,2012-01-20,38872
207TH STREET,2012-01-27,40251
207TH STREET,2012-02-03,43906
207TH STREET,2012-02-10,44538
207TH STREET,2012-02-17,43707
207TH STREET,2012-02-24,36854
207TH STREET,2012-03-02,43111
207TH STREET,2012-03-09,44931
207TH STREET,2012-03-16,44803
207TH STREET,2012-03-23,46291
207TH STREET,2012-03-30,33607
207TH STREET,2012-04-06,33619
207TH STREET,2012-04-13,39346
207TH STREET,2012-04-20,34845
207TH STREET,2012-04-27,41785
207TH STREET,2012-05-04,42757
207TH STREET,2012-05-11,43549
207TH STREET,2012-05-18,32233
207TH STREET,2012-05-25,41696
207TH STREET,2012-06-01,42032
207TH STREET,2012-06-08,42891
207TH STREET,2012-06-15,39962
207TH STREET,2012-06-22,34670
207TH STREET,2012-06-29,27822
207TH STREET,2012-07-06,30043
207TH STREET,2012-07-13,31702
207TH STREET,2012-07-20,30863
207TH STREET,2012-07-27,31013
207TH STREET,2012-08-03,30714
207TH STREET,2012-08-10,30356
207TH STREET,2012-08-17,30252
207TH STREET,2012-08-24,30171
207TH STREET,2012-08-31,30649
207TH STREET,2012-09-07,30692
207TH STREET,2012-09-14,33150
207TH STREET,2012-09-21,31866
207TH STREET,2012-09-28,31917
207TH STREET-BROADWAY,2010-06-04,40200
207TH STREET-BROADWAY,2010-06-11,43523
207TH STREET-BROADWAY,2010-06-18,38081
207TH STREET-BROADWAY,2010-06-25,43687
207TH STREET-BROADWAY,2010-07-02,41976
207TH STREET-BROADWAY,2010-07-09,38323
207TH STREET-BROADWAY,2010-07-16,41883
207TH STREET-BROADWAY,2010-07-23,42684
207TH STREET-BROADWAY,2010-07-30,42144
207TH STREET-BROADWAY,2010-08-06,41593
207TH STREET-BROADWAY,2010-08-13,41255
207TH STREET-BROADWAY,2010-08-20,40981
207TH STREET-BROADWAY,2010-08-27,39624
207TH STREET-BROADWAY,2010-09-03,42005
207TH STREET-BROADWAY,2010-09-10,38818
207TH STREET-BROADWAY,2010-09-17,44562
207TH STREET-BROADWAY,2010-09-24,61479
207TH STREET-BROADWAY,2010-10-01,60705
207TH STREET-BROADWAY,2010-10-08,64237
207TH STREET-BROADWAY,2010-10-15,65131
207TH STREET-BROADWAY,2010-10-22,64703
207TH STREET-BROADWAY,2010-10-29,57057
207TH STREET-BROADWAY,2010-11-05,64364
207TH STREET-BROADWAY,2010-11-12,64460
207TH STREET-BROADWAY,2010-11-19,67917
207TH STREET-BROADWAY,2010-11-26,58062
207TH STREET-BROADWAY,2010-12-03,46885
207TH STREET-BROADWAY,2010-12-10,47407
207TH STREET-BROADWAY,2010-12-17,46185
207TH STREET-BROADWAY,2010-12-24,41020
207TH STREET-BROADWAY,2010-12-31,32932
207TH STREET-BROADWAY,2011-01-07,43677
207TH STREET-BROADWAY,2011-01-14,42735
207TH STREET-BROADWAY,2011-01-21,41020
207TH STREET-BROADWAY,2011-01-28,41657
207TH STREET-BROADWAY,2011-02-04,45257
207TH STREET-BROADWAY,2011-02-11,45419
207TH STREET-BROADWAY,2011-02-18,46562
207TH STREET-BROADWAY,2011-02-25,44187
207TH STREET-BROADWAY,2011-03-04,47100
207TH STREET-BROADWAY,2011-03-11,46510
207TH STREET-BROADWAY,2011-03-18,63042
207TH STREET-BROADWAY,2011-03-25,63596
207TH STREET-BROADWAY,2011-04-01,47358
207TH STREET-BROADWAY,2011-04-08,49645
207TH STREET-BROADWAY,2011-04-15,65887
207TH STREET-BROADWAY,2011-04-22,61408
207TH STREET-BROADWAY,2011-04-29,46028
207TH STREET-BROADWAY,2011-05-06,48604
207TH STREET-BROADWAY,2011-05-20,47632
207TH STREET-BROADWAY,2011-05-27,65460
207TH STREET-BROADWAY,2011-06-03,44630
207TH STREET-BROADWAY,2011-06-10,65113
207TH STREET-BROADWAY,2011-06-17,48049
207TH STREET-BROADWAY,2011-06-24,65491
207TH STREET-BROADWAY,2011-07-01,48774
207TH STREET-BROADWAY,2011-07-08,43072
207TH STREET-BROADWAY,2011-07-15,48450
207TH STREET-BROADWAY,2011-07-22,47037
207TH STREET-BROADWAY,2011-07-29,47325
207TH STREET-BROADWAY,2011-08-05,47998
207TH STREET-BROADWAY,2011-08-12,48023
207TH STREET-BROADWAY,2011-08-19,61074
207TH STREET-BROADWAY,2011-08-26,44970
207TH STREET-BROADWAY,2011-09-02,39607
207TH STREET-BROADWAY,2011-09-09,72056
207TH STREET-BROADWAY,2011-09-16,55204
207TH STREET-BROADWAY,2011-09-23,53653
207TH STREET-BROADWAY,2011-09-30,52243
207TH STREET-BROADWAY,2011-10-07,56389
207TH STREET-BROADWAY,2011-10-14,69930
207TH STREET-BROADWAY,2011-10-21,53609
207TH STREET-BROADWAY,2011-10-28,53282
207TH STREET-BROADWAY,2011-11-04,51761
207TH STREET-BROADWAY,2011-11-11,52587
207TH STREET-BROADWAY,2011-11-18,53032
207TH STREET-BROADWAY,2011-11-25,65143
207TH STREET-BROADWAY,2011-12-02,52059
207TH STREET-BROADWAY,2011-12-09,53040
207TH STREET-BROADWAY,2011-12-16,52831
207TH STREET-BROADWAY,2011-12-23,51017
207TH STREET-BROADWAY,2011-12-30,39115
207TH STREET-BROADWAY,2012-01-06,44413
207TH STREET-BROADWAY,2012-01-13,48597
207TH STREET-BROADWAY,2012-01-20,45982
207TH STREET-BROADWAY,2012-01-27,47637
207TH STREET-BROADWAY,2012-02-03,51164
207TH STREET-BROADWAY,2012-02-10,51231
207TH STREET-BROADWAY,2012-02-17,50443
207TH STREET-BROADWAY,2012-02-24,47454
207TH STREET-BROADWAY,2012-03-02,50685
207TH STREET-BROADWAY,2012-03-09,51295
207TH STREET-BROADWAY,2012-03-16,51274
207TH STREET-BROADWAY,2012-03-23,51838
207TH STREET-BROADWAY,2012-03-30,39298
207TH STREET-BROADWAY,2012-04-06,67397
207TH STREET-BROADWAY,2012-04-13,47925
207TH STREET-BROADWAY,2012-04-20,70711
207TH STREET-BROADWAY,2012-04-27,52398
207TH STREET-BROADWAY,2012-05-04,52413
207TH STREET-BROADWAY,2012-05-11,53155
207TH STREET-BROADWAY,2012-05-18,56863
207TH STREET-BROADWAY,2012-05-25,52344
207TH STREET-BROADWAY,2012-06-01,45146
207TH STREET-BROADWAY,2012-06-08,51469
207TH STREET-BROADWAY,2012-06-15,49100
207TH STREET-BROADWAY,2012-06-22,48608
207TH STREET-BROADWAY,2012-06-29,59040
